 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date ,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC
519,"You Got Style","Skamp",120,3A,73,2025-03-16,03:18,17,"",""," Skempinlige  (2001)",2001-01-01,76,11,0,87,0,10,-7,A#/B♭ minor,4,02AK9DE6ttEbcFxMOim4YZ,"Tabami Records",usy280788288
520,"Poupée de cire, poupée de son","France Gall",147,3B,76,2025-03-16,02:33,0,"variété française, chanson, french pop, french house","Folk, Traditional Music, Electronic, Pop","France Gall CD Story",2001-01-01,55,72,0,83,0,20,-4,C♯/D♭,4,1OJcI2EzUidsTVl532wkWN,"Universal Music Division Polydor",FRZ026500100
521,"Listen to Your Heartbeat","Friends",137,12A,86,2025-03-22,03:07,28,"dansband","Pop","Listen To Your Heartbeat",2001-01-01,60,6,0,56,0,20,-3,C♯/D♭ minor,4,4tLsZwIvw2kAzJm58ozxJP,"WM Sweden",SEPQM0612455
522,"Listen to Your Heartbeat","Friends",137,12A,86,2025-03-22,03:07,28,"dansband","Pop","Listen To Your Heartbeat",2001-01-01,60,6,0,56,0,20,-3,C♯/D♭ minor,4,4tLsZwIvw2kAzJm58ozxJP,"WM Sweden",SEPQM0612455
523,"Dile Que La Quiero","David Civera",105,9A,88,2025-09-13,03:06,36,"","","Dile Que La Quiero",2001-01-01,69,14,0,77,0,0,-8,E minor,4,7j8Wo5QDosh9vMgUGEC32q,"Universal Music Spain S.L.",ES6010100043
524,"Dile Que La Quiero","David Civera",105,9A,88,2025-09-13,03:06,36,"","","Dile Que La Quiero",2001-01-01,69,14,0,77,0,0,-8,E minor,4,7j8Wo5QDosh9vMgUGEC32q,"Universal Music Spain S.L.",ES6010100043
525,"Panagia Mou - Panagia Mou","Mariza Koh",158,9B,67,2025-03-16,03:04,14,"entehno, fado, laïko","Traditional Music, Folk, Pop","Panagia Mou Panagia Mou",2001-03-07,42,63,0,57,20,10,-8,G,4,3lcgn8yJcOPZtBpAnLe5ck,"Minos - EMI SA",GRE017400114
526,"Panagia Mou - Panagia Mou","Mariza Koh",158,9B,67,2025-03-16,03:04,14,"entehno, fado, laïko","Traditional Music, Folk, Pop","Panagia Mou Panagia Mou",2001-03-07,42,63,0,57,20,10,-8,G,4,3lcgn8yJcOPZtBpAnLe5ck,"Minos - EMI SA",GRE017400114
527,"Anouschka","Inge Brück",133,1B,37,2025-03-16,02:04,5,"schlager","Easy Listening, Pop","Schlager der 60er",2001-03-12,42,75,0,53,0,0,-10,B,4,6LhJIO58tpna7IKqxUmYRN,"Ariola Express",DEA816700026
528,"Anouschka","Inge Brück",133,1B,37,2025-03-16,02:04,5,"schlager","Easy Listening, Pop","Schlager der 60er",2001-03-12,42,75,0,53,0,0,-10,B,4,6LhJIO58tpna7IKqxUmYRN,"Ariola Express",DEA816700026
529,"Quien Maneja Mi Barca","Remedios Amaya",144,3B,85,2025-03-22,03:47,22,"flamenco, flamenco pop, villancicos","Folk, Traditional Music, Pop","Luna Gitana",2001-03-19,75,23,0,96,0,10,-9,C♯/D♭,4,0TWaqxvioVlbLIa1mGIN1z,"Zafiro",ES5100100192
530,"Quien Maneja Mi Barca","Remedios Amaya",144,3B,85,2025-03-22,03:47,22,"flamenco, flamenco pop, villancicos","Folk, Traditional Music, Pop","Luna Gitana",2001-03-19,75,23,0,96,0,10,-9,C♯/D♭,4,0TWaqxvioVlbLIa1mGIN1z,"Zafiro",ES5100100192
531,"Tú Volverás","Sergio Y Estibaliz",172,6B,60,2025-03-22,03:29,32,"","","Tal Como Eramos",2001-03-19,27,63,0,51,0,20,-4,A#/B♭,4,2KYlV00chBWcckA8smxYJW,"Zafiro",ES5100100136
532,"Tú Volverás","Sergio Y Estibaliz",172,6B,60,2025-03-22,03:29,32,"","","Tal Como Eramos",2001-03-19,27,63,0,51,0,20,-4,A#/B♭,4,2KYlV00chBWcckA8smxYJW,"Zafiro",ES5100100136
533,"Celebrate","Daria Kinzer",128,2B,89,2025-03-16,03:01,0,"","","Celebrate",2001-03-20,55,1,0,60,10,0,-6,F#/G♭,4,78Wrca7x1gtBUjmOMIxSXH,"Croatia Records",HRA041163628
534,"Celebrate","Daria Kinzer",128,2B,89,2025-03-16,03:01,0,"","","Celebrate",2001-03-20,55,1,0,60,10,0,-6,F#/G♭,4,78Wrca7x1gtBUjmOMIxSXH,"Croatia Records",HRA041163628
535,"One Good Reason","Marlayne",98,3B,74,2025-03-16,02:58,13,"","","Meant To Be",2001-04-30,58,43,0,52,0,10,-7,C♯/D♭,4,2hRtm6Y5ugOS1KlxTWmuVq,"Sony Music Entertainment",NLD010100012
536,"One Good Reason","Marlayne",98,3B,74,2025-03-16,02:58,13,"","","Meant To Be",2001-04-30,58,43,0,52,0,10,-7,C♯/D♭,4,2hRtm6Y5ugOS1KlxTWmuVq,"Sony Music Entertainment",NLD010100012
537,"(I Would) Die for You","Antique",124,10A,95,2025-03-16,02:57,39,"laïko","Pop","Die For You",2001-06-11,57,6,0,80,0,20,-4,B minor,4,2byZAXWOqDx3w8suK3btui,"Cosmos",SEVGT0100702
538,"(I Would) Die for You","Antique",124,10A,95,2025-03-16,02:57,39,"laïko","Pop","Die For You",2001-06-11,57,6,0,80,0,20,-4,B minor,4,2byZAXWOqDx3w8suK3btui,"Cosmos",SEVGT0100702
539,"Nacida para amar (Eurovisión 1989)","Nina",85,9B,44,2025-03-22,03:00,19,"","","Nina",2001-12-03,34,80,0,17,0,10,-8,G,4,3PKeZTLBQaOrY5csQl3soN,"WM Spain",ES5088900155
540,"Nacida para amar (Eurovisión 1989)","Nina",85,9B,44,2025-03-22,03:00,19,"","","Nina",2001-12-03,34,80,0,17,0,10,-8,G,4,3PKeZTLBQaOrY5csQl3soN,"WM Spain",ES5088900155
541,"Zeit","Bianca Shomburg",144,7B,51,2025-03-16,03:01,6,"","","Siegerehrung",2001-12-23,25,72,0,16,0,40,-5,F,4,1Acj5dRLqTDNctQwnoJfuy,"Ariola Express",DEA819700006
542,"Wir geben 'ne Party","Mekado",122,8B,91,2025-03-16,03:02,13,"","","Siegerehrung",2001-12-23,70,17,0,86,0,20,-5,C,4,7xo2bkge23X5mUqG96Cn4n,"Ariola Express",DEC719400337
543,"Träume sind für alle da","Wind",148,7B,66,2025-03-16,03:02,2,"schlager, schlagerparty","Easy Listening, Pop","Siegerehrung",2001-12-23,41,24,0,47,0,10,-5,F,4,0kdB6Iwacain5hEiyRicze,"Ariola Express",DEC719200046
544,"Dieser Traum darf niemals sterben","Atlantis 2000",140,10B,64,2025-03-16,03:02,8,"","","Siegerehrung",2001-12-23,49,49,0,43,0,30,-5,D,4,28MdY8BiGhDpzhhfUeTXCs,"Ariola Express",DEC719100257
545,"Frei zu leben","Chris Kempers & Daniel Kovac",149,7B,67,2025-03-16,03:02,5,"","","Siegerehrung",2001-12-23,46,19,0,35,0,0,-5,F,4,5Mn9pxbf9RkeTLwHY7KNiH,"Ariola Express",DEC719000006
546,"Lass die Sonne in dein Herz","Wind",93,4B,74,2025-03-16,03:03,2,"schlager, schlagerparty","Easy Listening, Pop","Siegerehrung",2001-12-23,69,25,0,89,0,10,-7,G#/A♭,4,6EhKdmAxN9wusucWFjRoKT,"Ariola Express",DEC718700002
547,"Über die Brücke geh'n","Ingrid Peters",138,11B,79,2025-03-16,02:49,7,"schlager, neue deutsche welle, schlagerparty","Pop, Rock, Easy Listening","Siegerehrung",2001-12-23,52,23,0,83,0,30,-6,A,4,2LrkbLz4k0XCCxfhm0nYxH,"Ariola Express",DEC718700003
548,"Zeit","Bianca Shomburg",144,7B,51,2025-03-16,03:01,6,"","","Siegerehrung",2001-12-23,25,72,0,16,0,40,-5,F,4,1Acj5dRLqTDNctQwnoJfuy,"Ariola Express",DEA819700006
549,"Wir geben 'ne Party","Mekado",122,8B,91,2025-03-16,03:02,13,"","","Siegerehrung",2001-12-23,70,17,0,86,0,20,-5,C,4,7xo2bkge23X5mUqG96Cn4n,"Ariola Express",DEC719400337
550,"Träume sind für alle da","Wind",148,7B,66,2025-03-16,03:02,2,"schlager, schlagerparty","Easy Listening, Pop","Siegerehrung",2001-12-23,41,24,0,47,0,10,-5,F,4,0kdB6Iwacain5hEiyRicze,"Ariola Express",DEC719200046
551,"Dieser Traum darf niemals sterben","Atlantis 2000",140,10B,64,2025-03-16,03:02,8,"","","Siegerehrung",2001-12-23,49,49,0,43,0,30,-5,D,4,28MdY8BiGhDpzhhfUeTXCs,"Ariola Express",DEC719100257
552,"Frei zu leben","Chris Kempers & Daniel Kovac",149,7B,67,2025-03-16,03:02,5,"","","Siegerehrung",2001-12-23,46,19,0,35,0,0,-5,F,4,5Mn9pxbf9RkeTLwHY7KNiH,"Ariola Express",DEC719000006
553,"Lass die Sonne in dein Herz","Wind",93,4B,74,2025-03-16,03:03,2,"schlager, schlagerparty","Easy Listening, Pop","Siegerehrung",2001-12-23,69,25,0,89,0,10,-7,G#/A♭,4,6EhKdmAxN9wusucWFjRoKT,"Ariola Express",DEC718700002
554,"Über die Brücke geh'n","Ingrid Peters",138,11B,79,2025-03-16,02:49,7,"schlager, neue deutsche welle, schlagerparty","Pop, Rock, Easy Listening","Siegerehrung",2001-12-23,52,23,0,83,0,30,-6,A,4,2LrkbLz4k0XCCxfhm0nYxH,"Ariola Express",DEC718700003
555,"You are the only one","Ivan Mikulic",107,1A,49,2025-03-16,03:04,0,"","","Daješ mi krila",2002-00-00,60,65,0,49,0,10,-9,G#/A♭ minor,4,32ChLaXKTvGtbSIlkrpnqO,"Campus d.o.o.",HRB901400791
556,"Gimme","One",136,5A,96,2025-03-16,03:04,0,"","","Gimme",2002-00-00,63,3,0,83,0,20,-5,C minor,4,5LdWdlyG5fEfSPORr4Y5Ai,"EMI Greece",GRE010200171
557,"You are the only one","Ivan Mikulic",107,1A,49,2025-03-16,03:04,0,"","","Daješ mi krila",2002-00-00,60,65,0,49,0,10,-9,G#/A♭ minor,4,32ChLaXKTvGtbSIlkrpnqO,"Campus d.o.o.",HRB901400791
558,"Gimme","One",136,5A,96,2025-03-16,03:04,0,"","","Gimme",2002-00-00,63,3,0,83,0,20,-5,C minor,4,5LdWdlyG5fEfSPORr4Y5Ai,"EMI Greece",GRE010200171
559,"Et Bonjour A Toi l'Artiste","Nicole Rieu",134,10B,23,2025-03-16,03:42,12,"french pop, chanson","Folk, Traditional Music, Pop","Nicole Rieu",2002-00-00,50,81,0,35,0,0,-17,D,4,5eGnVU7C3mRbXMergmSz9Q,"Sergent Major",USA560588250
560,"Et Bonjour A Toi l'Artiste","Nicole Rieu",134,10B,23,2025-03-16,03:42,12,"french pop, chanson","Folk, Traditional Music, Pop","Nicole Rieu",2002-00-00,50,81,0,35,0,0,-17,D,4,5eGnVU7C3mRbXMergmSz9Q,"Sergent Major",USA560588250
561,"I Wanna (Radio Version)","Marie N",144,9B,81,2025-03-16,03:01,26,"","","I Wanna",2002-00-00,67,2,0,90,0,20,-6,G,4,70tFqMdkFXCPeirRaLAKKM,"Baltic Records Group",USA370580255
562,"I Wanna (Radio Version)","Marie N",144,9B,81,2025-03-16,03:01,26,"","","I Wanna",2002-00-00,67,2,0,90,0,20,-6,G,4,70tFqMdkFXCPeirRaLAKKM,"Baltic Records Group",USA370580255
563,"Ne, ni res","Nuša Derenda",130,10A,96,2025-03-22,02:59,12,"","","Na stiri oci",2002-00-00,59,1,0,44,0,50,-4,B minor,4,3GVIRCfB6HmlXXDkklew5G,"ZKP RTVSLO",SIA631200270
564,"Ne, ni res","Nuša Derenda",130,10A,96,2025-03-22,02:59,12,"","","Na stiri oci",2002-00-00,59,1,0,44,0,50,-4,B minor,4,3GVIRCfB6HmlXXDkklew5G,"ZKP RTVSLO",SIA631200270
565,"Say A Word - Radio Mix","Manuel Ortega",130,10B,89,2025-03-16,03:00,12,"schlagerparty, schlager","Easy Listening, Pop","Say A Word",2002-01-01,67,24,0,83,0,10,-5,D,4,00iGmtURU30HphVmelmF31,"EMI Austria",ATE060200130
566,"Say A Word - Radio Mix","Manuel Ortega",130,10B,89,2025-03-16,03:00,12,"schlagerparty, schlager","Easy Listening, Pop","Say A Word",2002-01-01,67,24,0,83,0,10,-5,D,4,00iGmtURU30HphVmelmF31,"EMI Austria",ATE060200130
567,"Everything I Want","Vesna Pisarovic",98,7B,58,2025-03-16,03:06,0,"","","Kao Da Je Vrijeme...",2002-01-01,76,11,0,53,0,30,-7,F,4,0knrm9iqhUjf9wT0rZCfFl,"Croatia Records",HRA040243429
568,"Angelique","Dario Campeotto",110,11B,42,2025-03-16,03:59,27,"dansktop, dansk pop","Pop","Angelique",2002-01-01,37,90,0,54,0,20,-6,A,3,7ETXytirTgnMJzyxl4e7UI,"Universal Music A/S",DKAAN0200101
569,"Everything I Want","Vesna Pisarovic",98,7B,58,2025-03-16,03:06,0,"","","Kao Da Je Vrijeme...",2002-01-01,76,11,0,53,0,30,-7,F,4,0knrm9iqhUjf9wT0rZCfFl,"Croatia Records",HRA040243429
570,"Angelique","Dario Campeotto",110,11B,42,2025-03-16,03:59,27,"dansktop, dansk pop","Pop","Angelique",2002-01-01,37,90,0,54,0,20,-6,A,3,7ETXytirTgnMJzyxl4e7UI,"Universal Music A/S",DKAAN0200101
571,"San Francisco","Tor Endresen",136,10B,83,2025-03-16,03:02,0,"norwegian pop, dansband","Pop","De Aller Beste",2002-01-01,60,1,0,51,0,10,-3,D,4,5YXG7ZXvVAzT7yxT5EUp3C,"Music 4me",FR2X41559055
572,"I evighet","Elisabeth Andreassen",143,3B,39,2025-03-16,04:09,17,"dansband, norwegian pop, christmas","Pop","Vem e' de' du vill ha",2002-01-01,36,61,0,35,0,10,-11,C♯/D♭,4,6pQjDpj3dKFgbOcA4yAG9r,"WM Sweden",SEPQM0612940
573,"San Francisco","Tor Endresen",136,10B,83,2025-03-16,03:02,0,"norwegian pop, dansband","Pop","De Aller Beste",2002-01-01,60,1,0,51,0,10,-3,D,4,5YXG7ZXvVAzT7yxT5EUp3C,"Music 4me",FR2X41559055
574,"I evighet","Elisabeth Andreassen",143,3B,39,2025-03-16,04:09,17,"dansband, norwegian pop, christmas","Pop","Vem e' de' du vill ha",2002-01-01,36,61,0,35,0,10,-11,C♯/D♭,4,6pQjDpj3dKFgbOcA4yAG9r,"WM Sweden",SEPQM0612940
575,"Samo Ljubezen","Sestre",140,10B,87,2025-03-22,03:02,0,"","","Samo Ljubezen",2002-01-01,57,0,0,76,0,30,-7,D,3,5Wuo6QOB41oIC4qVVteZ4O,"Menart",SID050100068
576,"Samo Ljubezen","Sestre",140,10B,87,2025-03-22,03:02,0,"","","Samo Ljubezen",2002-01-01,57,0,0,76,0,30,-7,D,3,5Wuo6QOB41oIC4qVVteZ4O,"Menart",SID050100068
577,"Never Let It Go","Afro-Dite",138,2A,93,2025-03-22,03:02,38,"schlager","Easy Listening, Pop","Never Let It Go",2002-01-01,71,26,0,77,0,30,-6,D#/E♭ minor,4,28ihA2Fp5zRmcmi8hpfWiC,"WM Sweden",SEPQM0610668
578,"Jennie Jennie","Lasse Berghagen",185,5A,55,2025-03-22,03:26,28,"dansband, swedish pop","Pop","Musik vi minns... / Lasse Berghagen",2002-01-01,38,44,0,48,0,10,-6,C minor,4,3BdAVTDazl0jW9Jpxz0VYh,"Universal Music AB",SEAZG7524120
579,"Dans le jardin de mon âme","Francine Jordi",135,8B,61,2025-03-22,03:04,7,"schlager, schlagerparty","Easy Listening, Pop","Im Garten meiner Seele",2002-01-01,31,61,0,27,0,30,-4,C,4,5rl1BenQ0OzGwlpeeELANt,"Koch Music",DEA600200155
580,"Never Let It Go","Afro-Dite",138,2A,93,2025-03-22,03:02,38,"schlager","Easy Listening, Pop","Never Let It Go",2002-01-01,71,26,0,77,0,30,-6,D#/E♭ minor,4,28ihA2Fp5zRmcmi8hpfWiC,"WM Sweden",SEPQM0610668
581,"Jennie Jennie","Lasse Berghagen",185,5A,55,2025-03-22,03:26,28,"dansband, swedish pop","Pop","Musik vi minns... / Lasse Berghagen",2002-01-01,38,44,0,48,0,10,-6,C minor,4,3BdAVTDazl0jW9Jpxz0VYh,"Universal Music AB",SEAZG7524120
582,"Dans le jardin de mon âme","Francine Jordi",135,8B,61,2025-03-22,03:04,7,"schlager, schlagerparty","Easy Listening, Pop","Im Garten meiner Seele",2002-01-01,31,61,0,27,0,30,-4,C,4,5rl1BenQ0OzGwlpeeELANt,"Koch Music",DEA600200155
583,"נדליק ביחד נר","Sarit Hadad",142,8B,55,2025-03-16,03:23,0,"mizrahi","Traditional Music","ילדה של אהבה",2002-03-01,51,47,0,28,0,10,-6,C,4,329AEsg5iUnKXiq8NHY9lM,"NMC United Entertainment Ltd.",IL5260200125
584,"נדליק ביחד נר","Sarit Hadad",142,8B,55,2025-03-16,03:23,0,"mizrahi","Traditional Music","ילדה של אהבה",2002-03-01,51,47,0,28,0,10,-6,C,4,329AEsg5iUnKXiq8NHY9lM,"NMC United Entertainment Ltd.",IL5260200125
585,"S.A.G.A.P.O.","Mihalis Rakintzis",100,5A,81,2025-03-16,03:03,31,"entehno, laïko","Traditional Music, Pop","S.A.G.A.P.O.",2002-04-05,73,22,0,81,0,10,-7,C minor,4,45YHqT20aCmZaXbylQ1a0z,"Minos - EMI SA",GRE010200205
586,"S.A.G.A.P.O.","Mihalis Rakintzis",100,5A,81,2025-03-16,03:03,31,"entehno, laïko","Traditional Music, Pop","S.A.G.A.P.O.",2002-04-05,73,22,0,81,0,10,-7,C minor,4,45YHqT20aCmZaXbylQ1a0z,"Minos - EMI SA",GRE010200205
587,"Il faut du temps","Sandrine Francois",132,9B,53,2025-03-16,03:57,18,"","","Sandrine Francois",2002-04-29,52,62,0,41,0,0,-7,G,4,28DzBSQCxapGNn6bDqrgms,"RCA Records Label",FRZ050200058
588,"Il faut du temps","Sandrine Francois",132,9B,53,2025-03-16,03:57,18,"","","Sandrine Francois",2002-04-29,52,62,0,41,0,0,-7,G,4,28DzBSQCxapGNn6bDqrgms,"RCA Records Label",FRZ050200058
589,"Come Back","Jessica Garlick",124,7B,44,2025-03-22,02:55,16,"","","Come Back",2002-05-13,59,6,0,34,0,20,-8,F,3,37add9XFpIHs6kJT0tCjdF,"Citrus",GBBBN0202086
590,"Come Back","Jessica Garlick",124,7B,44,2025-03-22,02:55,16,"","","Come Back",2002-05-13,59,6,0,34,0,20,-8,F,3,37add9XFpIHs6kJT0tCjdF,"Citrus",GBBBN0202086
591,"Amor de Água Fresca","Dina",140,6A,89,2025-03-16,02:53,31,"","","Guardado Em Mim",2002-06-20,67,25,0,80,0,30,-4,G minor,4,1O9DxA393mO7BhzcdycDHu,"Vidisco",USA561090922
592,"Amor de Água Fresca","Dina",140,6A,89,2025-03-16,02:53,31,"","","Guardado Em Mim",2002-06-20,67,25,0,80,0,30,-4,G minor,4,1O9DxA393mO7BhzcdycDHu,"Vidisco",USA561090922
593,"Lenge Leve Livet","Dollie De Luxe",137,8B,64,2025-03-16,03:10,0,"norwegian pop, norsk rock","Rock, Pop","Dollie's Beste",2002-10-10,38,1,0,31,0,20,-7,C,4,2m9BngLZzITq9TDjbXdUYY,"Grappa",NOFGG0152070
594,"Lenge Leve Livet","Dollie De Luxe",137,8B,64,2025-03-16,03:10,0,"norwegian pop, norsk rock","Rock, Pop","Dollie's Beste",2002-10-10,38,1,0,31,0,20,-7,C,4,2m9BngLZzITq9TDjbXdUYY,"Grappa",NOFGG0152070
595,"Uno Per Tutte","Emilio Pericoli",101,8A,51,2025-03-16,02:58,19,"","","Solino",2002-10-28,58,76,1,73,0,10,-7,A minor,4,4OF9t8dHcIBMip0Vc5hSlk,"Amiga",ITB006379880
596,"Uno Per Tutte","Emilio Pericoli",101,8A,51,2025-03-16,02:58,19,"","","Solino",2002-10-28,58,76,1,73,0,10,-7,A minor,4,4OF9t8dHcIBMip0Vc5hSlk,"Amiga",ITB006379880
597,"Feeling Alive - Eurovision Version","Stelios Constantas",120,9A,81,2025-03-16,02:55,12,"","","Feeling Alive",2003-00-00,70,9,0,72,0,10,-5,E minor,4,7t43cSuQhL7B47HzUGALrZ,"V2 Music",FRX761591559
598,"Feeling Alive - Eurovision Version","Stelios Constantas",120,9A,81,2025-03-16,02:55,12,"","","Feeling Alive",2003-00-00,70,9,0,72,0,10,-5,E minor,4,7t43cSuQhL7B47HzUGALrZ,"V2 Music",FRX761591559
599,"Let's Get Happy","Lou Hoffner",145,3A,89,2025-03-16,03:01,14,"","","Let's Get Happy",2003-00-00,39,2,0,45,10,20,-4,A#/B♭ minor,4,2OVn1hxlocoVpph31ABHPj,"Sony Music Catalog",DEC710300008
600,"Open your heart","Birgitta Haukdal",105,12B,86,2025-03-16,03:02,0,"","","Open your heart",2003-00-00,51,4,0,56,0,10,-4,E,4,37nGo7UKGrxVpIuViV9rBK,"Sena",ISA110300401
601,"Let's Get Happy","Lou Hoffner",145,3A,89,2025-03-16,03:01,14,"","","Let's Get Happy",2003-00-00,39,2,0,45,10,20,-4,A#/B♭ minor,4,2OVn1hxlocoVpph31ABHPj,"Sony Music Catalog",DEC710300008
602,"Open your heart","Birgitta Haukdal",105,12B,86,2025-03-16,03:02,0,"","","Open your heart",2003-00-00,51,4,0,56,0,10,-4,E,4,37nGo7UKGrxVpIuViV9rBK,"Sena",ISA110300401
603,"Cry Baby","Jemini",126,8A,80,2025-03-22,02:56,16,"","","Cry Baby",2003-00-00,73,2,0,97,0,0,-7,A minor,4,5PmYbatwMGlwR312TX4ki3,"Pop Recordings",GBLFP1589996
604,"Cry Baby","Jemini",126,8A,80,2025-03-22,02:56,16,"","","Cry Baby",2003-00-00,73,2,0,97,0,0,-7,A minor,4,5PmYbatwMGlwR312TX4ki3,"Pop Recordings",GBLFP1589996
605,"Runaway - Bonus Track","Anna Sahlene",128,2B,88,2025-03-16,02:52,0,"","","It's Been a While",2003-01-01,70,6,0,97,0,30,-4,F#/G♭,4,7uSeUTnMWH7CgEyl2rNtMC,"Music 4me",FR2X41524466
606,"Runaway - Bonus Track","Anna Sahlene",128,2B,88,2025-03-16,02:52,0,"","","It's Been a While",2003-01-01,70,6,0,97,0,30,-4,F#/G♭,4,7uSeUTnMWH7CgEyl2rNtMC,"Music 4me",FR2X41524466
607,"מילים לאהבה","Lior Narkis",105,6A,90,2025-03-16,02:57,15,"mizrahi","Traditional Music","מילים לאהבה",2003-01-01,65,43,0,77,0,0,-3,G minor,4,5iflJovcwFvDUanAO7RK2l,"Unicell",IL4721000889
608,"אמור שלום","Chocolate Menta Mastik",185,5A,55,2025-03-16,02:50,0,"","","שוקולד מנטה מסטיק - האוסף",2003-01-01,42,67,0,88,0,40,-7,C minor,4,7B2p4QMkUHdWhVO7eTOxIS,"Hed Arzi Ltd",IL1001086329
609,"מילים לאהבה","Lior Narkis",105,6A,90,2025-03-16,02:57,15,"mizrahi","Traditional Music","מילים לאהבה",2003-01-01,65,43,0,77,0,0,-3,G minor,4,5iflJovcwFvDUanAO7RK2l,"Unicell",IL4721000889
610,"אמור שלום","Chocolate Menta Mastik",185,5A,55,2025-03-16,02:50,0,"","","שוקולד מנטה מסטיק - האוסף",2003-01-01,42,67,0,88,0,40,-7,C minor,4,7B2p4QMkUHdWhVO7eTOxIS,"Hed Arzi Ltd",IL1001086329
611,"Hello From Mars","F.L.Y",132,8B,68,2025-03-16,02:58,11,"","","Never Look Back",2003-01-01,54,2,0,32,0,10,-4,C,4,3H1LozYrpDih7m50AWDPIr,"Mikrofona Ieraksti",LVA100300018
612,"Hello From Mars","F.L.Y",132,8B,68,2025-03-16,02:58,11,"","","Never Look Back",2003-01-01,54,2,0,32,0,10,-4,C,4,3H1LozYrpDih7m50AWDPIr,"Mikrofona Ieraksti",LVA100300018
613,"Keine Grenzen / Zadnych Granic","Ich Troje",137,8B,39,2025-03-16,03:05,31,"disco polo","Pop","The Best Of Ich Troje Wydanie Specjalne (Vol. 2)",2003-01-01,45,9,0,23,0,10,-7,C,4,3SPlqqbR5783uURm6KbgJe,"Universal Music Polska Sp. z o.o.",PLUM70900243
614,"Keine Grenzen / Zadnych Granic","Ich Troje",137,8B,39,2025-03-16,03:05,31,"disco polo","Pop","The Best Of Ich Troje Wydanie Specjalne (Vol. 2)",2003-01-01,45,9,0,23,0,10,-7,C,4,3SPlqqbR5783uURm6KbgJe,"Universal Music Polska Sp. z o.o.",PLUM70900243
615,"Nanana","Karmen Stavec",140,5B,89,2025-03-22,03:02,10,"","","Karmen",2003-01-01,71,1,0,97,0,10,-6,D#/E♭,4,16chob1dFbhZecEQHqpH3c,"Menart Records",SID050300291
616,"Dime","Beth",130,10A,75,2025-03-22,03:00,53,"","","Otra Realidad",2003-01-01,70,1,0,60,0,30,-8,B minor,4,7Cf4bpnB164MgYLCPWd88h,"Universal Music Spain S.L.",ES6010300096
617,"Nanana","Karmen Stavec",140,5B,89,2025-03-22,03:02,10,"","","Karmen",2003-01-01,71,1,0,97,0,10,-6,D#/E♭,4,16chob1dFbhZecEQHqpH3c,"Menart Records",SID050300291
618,"Dime","Beth",130,10A,75,2025-03-22,03:00,53,"","","Otra Realidad",2003-01-01,70,1,0,60,0,30,-8,B minor,4,7Cf4bpnB164MgYLCPWd88h,"Universal Music Spain S.L.",ES6010300096
619,"Give Me Your Love","Fame",132,10B,91,2025-03-22,03:02,41,"dansband, schlager, swedish pop","Pop, Easy Listening","Give Me Your Love",2003-01-01,57,2,0,58,0,10,-5,D,4,2B60fzEh2F9Ds6xFtV8LWd,"WM Sweden",SEPQM0610683
620,"Kärleken är","Jill Johnson",144,12B,62,2025-03-22,03:07,29,"christmas, dansband","Pop","Discography",2003-01-01,53,47,0,24,0,0,-4,E,4,3JhvBSXoWXJnKGzCmPlaxV,"Capitol Music Group AB",SEPEL9800101
621,"Give Me Your Love","Fame",132,10B,91,2025-03-22,03:02,41,"dansband, schlager, swedish pop","Pop, Easy Listening","Give Me Your Love",2003-01-01,57,2,0,58,0,10,-5,D,4,2B60fzEh2F9Ds6xFtV8LWd,"WM Sweden",SEPQM0610683
622,"Kärleken är","Jill Johnson",144,12B,62,2025-03-22,03:07,29,"christmas, dansband","Pop","Discography",2003-01-01,53,47,0,24,0,0,-4,E,4,3JhvBSXoWXJnKGzCmPlaxV,"Capitol Music Group AB",SEPEL9800101
623,"E Depois Do Adeus","Paulo de Carvalho",102,3B,55,2025-03-16,03:23,38,"fado","Folk, Traditional Music","A Arte E A Música De Paulo De Carvalho",2003-04-01,36,65,0,31,0,10,-8,C♯/D♭,4,5kbSrcu9v1mCgJ1xBu7zHJ,"Universal Music Portugal SA",PTUM19900094
624,"E Depois Do Adeus","Paulo de Carvalho",102,3B,55,2025-03-16,03:23,38,"fado","Folk, Traditional Music","A Arte E A Música De Paulo De Carvalho",2003-04-01,36,65,0,31,0,10,-8,C♯/D♭,4,5kbSrcu9v1mCgJ1xBu7zHJ,"Universal Music Portugal SA",PTUM19900094
625,"Every Way That I Can - Philippe Laurent from Galleon Radio Edit","Sertab Erener",95,9B,90,2025-03-22,02:47,29,"turkish pop","Pop","Every Way That I Can",2003-05-15,66,3,0,71,0,20,-4,G,4,588wm4NEtOiTHT2N58enQ6,"Columbia",TRA160300429
626,"Every Way That I Can - Philippe Laurent from Galleon Radio Edit","Sertab Erener",95,9B,90,2025-03-22,02:47,29,"turkish pop","Pop","Every Way That I Can",2003-05-15,66,3,0,71,0,20,-4,G,4,588wm4NEtOiTHT2N58enQ6,"Columbia",TRA160300429
627,"Que Bueno Que Bueno","Conchita Bautista",153,4A,71,2025-03-22,02:29,0,"","","Todo Lo Mejor",2003-05-22,26,80,0,76,0,30,-6,F minor,4,24mt7lGAlFZZbirzCPoNRR,"Divucsa",ES7580501675
